1.5,Initialise Job,succeeded
2.1,Download Artefact,succeeded
2.4,Stop Services,succeeded
.2,Backup DB,succeeded
.1,Copy Source,succeeded
10.1,Deploy DacPac,succeeded
2.8,Start Services,succeeded
,Tests,succeeded
