1.5,Initialise Job,succeeded
1.8,Download Artefact,succeeded
2.4,Stop Services,succeeded
.4,Backup DB,succeeded
.1,Copy Source,succeeded
9.9,Deploy DacPac,succeeded
2.7,Start Services,succeeded
,Tests,succeeded
